date,home,away,line,home_score,away_score,home_lgt,home_stdc,home_power,away_lgt,away_stdc,away_power,system_num,system_bet,result
21-01-03,Lions,Vikings,3.0,35,37,2.0,-4.0,-4.8,-2.0,-3.0,1.8,1,,
21-01-03,Patriots,Jets,-3.0,28,14,0.0,-3.0,0.1,-2.0,-3.0,-9.9,2,,
21-01-03,Panthers,Saints,6.0,7,33,-2.0,3.0,-0.6,2.0,1.0,5.5,-3,Saints,W
21-01-03,Bears,Packers,4.5,16,35,-1.0,1.0,0.7,-1.0,3.0,3.9,1,,
21-01-03,Colts,Jaguars,-15.5,28,14,2.0,1.0,6.1,1.0,-3.0,-10.1,-1,,
21-01-03,Rams,Cardinals,-1.0,18,7,1.0,1.0,4.5,1.0,-1.0,1.4,-1,,
21-01-03,Broncos,Raiders,2.5,31,32,2.0,1.0,-1.4,1.0,1.0,-3.4,1,,
21-01-03,Texans,Titans,7.0,38,41,1.0,-5.0,-1.2,1.0,-1.0,2.3,1,,
21-01-03,Chiefs,Chargers,6.5,21,38,1.0,-1.0,9.6,-2.0,-1.0,-2.5,3,Chiefs,L
21-01-03,49ers,Seahawks,7.0,23,26,-1.0,-3.0,-0.7,-1.0,1.0,3.5,3,49ers,W
21-01-03,Eagles,Commanders,6.5,14,20,2.0,-5.0,-1.6,2.0,3.0,-3.9,3,Eagles,W
21-01-09,Bills,Colts,-7.0,27,24,-2.0,6.0,3.1,0.0,0.0,1.8,-3,Colts,W
21-01-09,Seahawks,Rams,-3.0,20,30,-1.0,0.0,7.5,1.0,2.0,4.4,0,,
21-01-09,Commanders,Buccaneers,10.0,23,31,-1.0,2.0,1.0,-1.0,3.0,6.2,1,,
21-01-10,Titans,Ravens,3.5,13,20,0.0,-2.0,3.1,-1.0,4.0,1.1,4,Titans,L
21-01-10,Saints,Bears,-11.0,21,9,-5.0,2.0,5.8,1.0,0.0,-1.5,-4,Bears,L
21-01-10,Steelers,Browns,-5.5,37,48,1.0,5.0,-1.6,-1.0,-3.0,4.3,-1,,
21-01-16,Packers,Rams,-7.0,32,18,-1.0,4.0,2.7,-2.0,3.0,4.7,-1,,
21-01-16,Bills,Ravens,-2.5,17,3,0.0,5.0,6.4,0.0,5.0,2.5,1,,
21-01-17,Chiefs,Browns,-8.0,22,17,1.0,-2.0,4.9,-5.0,-2.0,2.2,1,,
21-01-17,Saints,Buccaneers,-2.5,20,30,1.0,3.0,4.9,0.0,2.0,8.9,0,,
21-01-24,Packers,Buccaneers,-3.0,26,31,0.0,5.0,4.3,-4.0,3.0,8.4,0,,
21-01-24,Chiefs,Bills,-3.0,38,24,-1.0,-3.0,5.3,-1.0,6.0,5.1,1,,
21-02-07,Buccaneers,Chiefs,3.0,31,9,1.0,4.0,6.8,0.0,-2.0,4.4,0,,
